File,Entries,Mean,Max Energy,E0,Thickness (m),Energy P,HITS P,Intensity,Coeff
E681.root,8180,3.111246492,3.12308,3.1230764,7.00E-07,1.003802305,0.818,0.821110285,2.82E+05
E683.root,8228,3.125171981,3.13869,3.1386918,7.00E-07,1.004326104,0.8228,0.826359518,2.72E+05
E684.root,8271,3.138663267,3.15439,3.1543853,7.00E-07,1.005009149,0.8271,0.831243067,2.64E+05
E685.root,8275,3.150494262,3.17016,3.1701572,7.00E-07,1.006241223,0.8275,0.832664612,2.62E+05
E686.root,8280,3.172033728,3.18601,3.186008,7.00E-07,1.004405461,0.828,0.831647722,2.63E+05
E687.root,8309,3.186081233,3.20194,3.201938,7.00E-07,1.004976887,0.8309,0.835035296,2.58E+05
E688.root,8387,3.204697597,3.21795,3.2179477,7.00E-07,1.004134588,0.8387,0.842167679,2.45E+05
E689.root,8353,3.211281274,3.23404,3.2340374,7.00E-07,1.007086307,0.8353,0.841219193,2.47E+05
E690.root,8377,3.231957713,3.25021,3.2502076,7.00E-07,1.005646697,0.8377,0.842430238,2.45E+05
E691.root,8340,3.251977767,3.26646,3.2664587,7.00E-07,1.004452962,0.834,0.83771377,2.53E+05
E692.root,8455,3.269616346,3.28279,3.282791,7.00E-07,1.004029419,0.8455,0.848906874,2.34E+05
E694.root,8420,3.279726233,3.2992,3.2992049,7.00E-07,1.005939114,0.842,0.847000734,2.37E+05
E695.root,8411,3.300601004,3.3157,3.3157009,7.00E-07,1.004574893,0.8411,0.844947942,2.41E+05
E696.root,8404,3.311982019,3.33228,3.3322794,7.00E-07,1.00612847,0.8404,0.845550366,2.40E+05
E697.root,8437,3.329125147,3.34894,3.3489408,7.00E-07,1.00595221,0.8437,0.84872188,2.34E+05
E698.root,8451,3.350446258,3.36569,3.3656856,7.00E-07,1.004548451,0.8451,0.848943896,2.34E+05
E699.root,8524,3.364153105,3.38251,3.382514,7.00E-07,1.005457806,0.8524,0.857052234,2.20E+05
E700.root,8479,3.376857579,3.39943,3.3994265,7.00E-07,1.006683409,0.8479,0.853566863,2.26E+05
E701.root,8540,3.396124901,3.41642,3.4164237,7.00E-07,1.005977047,0.854,0.859104398,2.17E+05
E702.root,8556,3.416526537,3.43351,3.4335058,7.00E-07,1.004969744,0.8556,0.859852113,2.16E+05
E703.root,8526,3.431174366,3.45067,3.4506733,7.00E-07,1.005682875,0.8526,0.857445219,2.20E+05
E705.root,8578,3.450438683,3.46793,3.4679267,7.00E-07,1.005068346,0.8578,0.862147627,2.12E+05
E706.root,8572,3.467038302,3.48527,3.4852663,7.00E-07,1.005257513,0.8572,0.86170674,2.13E+05
E785.root,8700,3.478855104,3.50269,3.5026927,2.20E-06,1.006852138,0.87,0.87596136,6.02E+04
E786.root,8620,3.502217091,3.52021,3.5202061,2.20E-06,1.005136463,0.862,0.866427631,6.52E+04
E797.root,8659,3.519658852,3.53781,3.5378072,2.20E-06,1.00515628,0.8659,0.870364823,6.31E+04
E808.root,8635,3.529182029,3.5555,3.5554962,2.20E-06,1.007456167,0.8635,0.8699384,6.33E+04
E812.root,8703,3.552788151,3.57327,3.5732737,2.20E-06,1.005766049,0.8703,0.875318192,6.05E+04
E813.root,8763,3.570160737,3.59114,3.59114,2.20E-06,1.00587628,0.8763,0.881449384,5.74E+04
E814.root,8739,3.593064277,3.6091,3.6090957,2.20E-06,1.004461769,0.8739,0.87779914,5.92E+04
E815.root,8743,3.609717074,3.62714,3.6271412,2.20E-06,1.004827006,0.8743,0.878520251,5.89E+04
E816.root,8747,3.628128955,3.64528,3.6452769,2.20E-06,1.004726388,0.8747,0.878834172,5.87E+04
E817.root,8780,3.643528389,3.6635,3.6635033,2.20E-06,1.005482299,0.878,0.882813458,5.67E+04
E787.root,8775,3.661442435,3.68182,3.6818208,2.20E-06,1.005565666,0.8775,0.882383872,5.69E+04
E788.root,8761,3.679897687,3.70023,3.7002299,2.20E-06,1.005525211,0.8761,0.880940638,5.76E+04
E789.root,8847,3.701097057,3.71873,3.7187311,2.20E-06,1.004764545,0.8847,0.888915193,5.35E+04
E790.root,8804,3.713498607,3.73732,3.7373247,2.20E-06,1.006416077,0.8804,0.886048714,5.50E+04
E791.root,8866,3.731600985,3.75601,3.7560114,2.20E-06,1.006541539,0.8866,0.892399729,5.17E+04
E792.root,8831,3.749690522,3.77479,3.7747914,2.20E-06,1.00669412,0.8831,0.889011577,5.35E+04
E793.root,8907,3.769305886,3.79367,3.7936654,2.20E-06,1.006462599,0.8907,0.896456237,4.97E+04
E794.root,8880,3.790440028,3.81263,3.8126337,2.20E-06,1.00585517,0.888,0.893199391,5.13E+04
E795.root,8876,3.806372231,3.8317,3.8316969,2.20E-06,1.00665323,0.8876,0.893505407,5.12E+04
E796.root,8933,3.824411277,3.85086,3.8508554,2.20E-06,1.00691456,0.8933,0.899476777,4.82E+04
E798.root,8900,3.844956181,3.87011,3.8701096,2.20E-06,1.006541926,0.89,0.895822314,5.00E+04
E799.root,8947,3.864593866,3.88946,3.8894602,2.20E-06,1.006434398,0.8947,0.900456856,4.77E+04
E800.root,8911,3.883543874,3.90891,3.9089075,2.20E-06,1.006531052,0.8911,0.89691982,4.94E+04
E801.root,8980,3.906411663,3.92845,3.928452,2.20E-06,1.005642093,0.898,0.903066599,4.63E+04
E802.root,8965,3.91768662,3.94809,3.9480943,2.20E-06,1.007761642,0.8965,0.903458312,4.61E+04
E803.root,9040,3.941692852,3.96783,3.9678347,2.20E-06,1.006632137,0.904,0.909995452,4.29E+04
E804.root,8957,3.957322475,3.98767,3.9876739,2.20E-06,1.007669687,0.8957,0.902569739,4.66E+04
E805.root,9014,4.028921099,4.05502,4.055024,2.20E-06,1.006478881,0.9014,0.907240063,4.42E+04
E806.root,9148,4.302215105,4.33482,4.334821,2.20E-06,1.007578862,0.9148,0.921733143,3.70E+04
E807.root,9285,4.592645757,4.63392,4.633924,2.20E-06,1.0089879,0.9285,0.936845266,2.97E+04
E809.root,9446,4.921193751,4.95366,4.953664,2.20E-06,1.006598043,0.9446,0.950832512,2.29E+04
E810.root,9520,5.256811733,5.29547,5.295467,2.20E-06,1.007353367,0.952,0.959000406,1.90E+04
E811.root,9596,5.625728206,5.66086,5.660855,2.20E-06,1.006243955,0.9596,0.965591699,1.59E+04
E818.root,9670,6.005617007,6.05145,6.051453,9.00E-06,1.007632187,0.967,0.974380325,2.88E+03
E819.root,9688,6.431832169,6.469,6.469004,9.00E-06,1.005779353,0.9688,0.974399038,2.88E+03
E830.root,9745,6.87362098,6.91537,6.915365,9.00E-06,1.006073076,0.9745,0.980418212,2.20E+03
E841.root,9792,7.345250895,7.39253,7.392525,9.00E-06,1.00643601,0.9792,0.985502141,1.62E+03
E845.root,9819,7.861376908,7.90261,7.902609,9.00E-06,1.005244894,0.9819,0.987049962,1.45E+03
E846.root,9846,8.407235943,8.44789,8.44789,9.00E-06,1.004835603,0.9846,0.989361135,1.19E+03
E847.root,9884,8.992222968,9.03079,9.030794,9.00E-06,1.004289377,0.9884,0.99263962,8.21E+02
E848.root,9879,9.610510408,9.65392,9.653919,9.00E-06,1.004516783,0.9879,0.99236213,8.52E+02
E849.root,9891,9.955413543,10.0027,10.00266,9.00E-06,1.004745806,0.9891,0.993794076,6.92E+02
E850.root,9886,10.1090306,10.1558,10.15577,9.00E-06,1.004623529,0.9886,0.993170821,7.61E+02
E820.root,9897,10.14447116,10.1966,10.19659,9.00E-06,1.00513766,0.9897,0.994784742,5.81E+02
E821.root,9748,10.21257574,10.2578,10.25783,9.00E-06,1.004431229,0.9748,0.979119562,2.34E+03
E822.root,9771,10.27901418,10.32,10.32004,9.00E-06,1.003991221,0.9771,0.980999822,2.13E+03
E823.root,9750,10.36606206,10.4109,10.41094,9.00E-06,1.004329314,0.975,0.979221081,2.33E+03
E824.root,9789,10.98117309,11.0321,11.03212,9.00E-06,1.004639478,0.9789,0.983441585,1.86E+03
E825.root,9809,11.27546167,11.3131,11.31312,9.00E-06,1.003339848,0.9809,0.984176057,1.77E+03
E826.root,9805,11.45056227,11.4863,11.48628,9.00E-06,1.003119299,0.9805,0.983558473,1.84E+03
E827.root,9835,11.49362499,11.5325,11.53246,9.00E-06,1.00337883,0.9835,0.98682308,1.47E+03
E828.root,9737,11.54770878,11.6017,11.60172,9.00E-06,1.004677224,0.9737,0.978254213,2.44E+03
E829.root,9761,11.72725573,11.7749,11.77488,9.00E-06,1.00406099,0.9761,0.980063932,2.24E+03
E831.root,9771,11.750837,11.7933,11.79334,9.00E-06,1.003617019,0.9771,0.980634189,2.17E+03
E832.root,9761,11.81371656,11.8578,11.8578,9.00E-06,1.003731547,0.9761,0.979742363,2.27E+03
E833.root,9782,11.99511383,12.0393,12.0393,9.00E-06,1.003683681,0.9782,0.981803377,2.04E+03
E834.root,9762,12.04187459,12.0877,12.0877,9.00E-06,1.003805505,0.9762,0.979914934,2.25E+03
E835.root,9742,12.11862616,12.1603,12.1603,9.00E-06,1.003438825,0.9742,0.977550104,2.52E+03
E836.root,9750,12.29714367,12.3418,12.3418,9.00E-06,1.003631439,0.975,0.978540653,2.41E+03
E837.root,9772,12.54822505,12.6071,12.60708,9.00E-06,1.004690301,0.9772,0.981783362,2.04E+03
E838.root,9808,13.42523265,13.477,13.47697,9.00E-06,1.00385374,0.9808,0.984579748,1.73E+03
E839.root,9844,14.34559998,14.4069,14.40688,9.00E-06,1.004271694,0.9844,0.988605056,1.27E+03
E840.root,9855,15.34482128,15.401,15.40095,9.00E-06,1.003657828,0.9855,0.98910479,1.22E+03
E842.root,9868,16.40421666,16.4636,16.46362,9.00E-06,1.003621224,0.9868,0.990373424,1.07E+03
E843.root,9915,17.50943027,17.5996,17.59961,9.00E-06,1.005150352,0.9915,0.996606574,3.78E+02
E844.root,9937,18.73039723,18.814,18.81398,9.00E-06,1.004462413,0.9937,0.9981343,2.07E+02
E851.root,9923,20.04396738,20.1122,20.11215,4.00E-05,1.003401653,0.9923,0.99567546,1.08E+02
E852.root,9929,21.42420749,21.4999,21.49988,4.00E-05,1.003532103,0.9929,0.996407025,9.00E+01
E853.root,9950,22.91061465,22.9834,22.98338,4.00E-05,1.003176054,0.995,0.998160174,4.60E+01
E854.root,9944,24.48984587,24.5692,24.56923,4.00E-05,1.003241512,0.9944,0.99762336,5.95E+01
E855.root,9955,26.19255279,26.2645,26.2645,0.0001,1.002746857,0.9955,0.998234497,1.77E+01
E856.root,9955,27.98196786,28.0768,28.07676,0.0001,1.003387615,0.9955,0.998872371,1.13E+01
E867.root,9958,29.92346338,30.0141,30.01405,0.0001,1.003027277,0.9958,0.998814563,1.19E+01
E874.root,9954,31.97204332,32.085,32.08502,0.0001,1.003533608,0.9954,0.998917354,1.08E+01
E875.root,9975,34.19126645,34.2989,34.29889,0.0001,1.003147691,0.9975,1.000639822,6.40E+00
E876.root,9965,36.55784829,36.6655,36.66551,0.0001,1.002944968,0.9965,0.999434661,5.65E+00
E877.root,9972,39.09010314,39.1954,39.19543,0.0001,1.002694464,0.9972,0.999886919,1.13E+00
E878.root,9976,41.75995474,41.8999,41.89992,0.0001,1.003351662,0.9976,1.000943618,9.43E+00
E879.root,9963,44.64660121,44.791,44.79101,0.0001,1.003234486,0.9963,0.999522518,4.78E+00
E880.root,9969,47.6914808,47.8816,47.88159,0.0001,1.00398623,0.9969,1.000873872,8.73E+00
E857.root,9977,50.96469465,51.1854,51.18542,0.0001,1.004330946,0.9977,1.002020985,2.02E+01
E858.root,9976,54.44140114,54.7172,54.71721,0.0001,1.00506616,0.9976,1.002654001,2.65E+01
E859.root,9974,58.2658024,58.4927,58.4927,0.0001,1.003894181,0.9974,1.001284056,1.28E+01
E860.root,9968,62.24933749,62.5287,62.5287,0.0001,1.004487799,0.9968,1.001273438,1.27E+01
E861.root,9973,66.47133456,66.8432,66.84318,0.0001,1.005594072,0.9973,1.002878968,2.87E+01
E862.root,9971,67.82169946,68.1345,68.1345,0.0001,1.004612101,0.9971,1.001698726,1.70E+01
E863.root,9972,68.8305778,69.1774,69.17738,0.0001,1.00503849,0.9972,1.002224383,2.22E+01
E864.root,9977,68.99454538,69.4555,69.45548,0.0001,1.00668074,0.9977,1.004365374,4.36E+01
E865.root,9979,69.53159479,69.8726,69.87263,0.0001,1.004904752,0.9979,1.002794452,2.79E+01
E866.root,9984,70.60177356,70.9155,70.9155,0.0001,1.004443606,0.9984,1.002836496,2.83E+01
E868.root,9986,71.13327661,71.4554,71.45536,0.0001,1.004527886,0.9986,1.003121547,3.12E+01
E869.root,9981,76.01897144,76.3858,76.38578,0.0001,1.004825224,0.9981,1.002916056,2.91E+01
E870.root,9992,81.19938294,81.6564,81.6564,0.0001,1.005628332,0.9992,1.004823829,4.81E+01
E871.root,9985,86.7884058,87.2907,87.29069,0.0001,1.005787457,0.9985,1.004278776,4.27E+01
E872.root,9994,92.97485731,93.3137,93.31374,0.0001,1.003644885,0.9994,1.003042698,3.04E+01
E873.root,9995,99.36300266,99.7524,99.75239,0.0001,1.003918836,0.9995,1.003416877,3.41E+01
E881.root,9989,106.1973583,106.635,106.6353,0.001,1.004123847,0.9989,1.003019311,3.01E+00
E882.root,9990,113.4660742,113.993,113.9931,0.001,1.004644787,0.999,1.003640143,3.63E+00
E883.root,9992,121.4033363,121.859,121.8587,0.001,1.003750833,0.9992,1.002947833,2.94E+00
E884.root,9991,129.6489309,130.267,130.2669,0.001,1.00476648,0.9991,1.003862191,3.85E+00
E885.root,9997,138.7201821,139.255,139.2553,0.001,1.003857535,0.9997,1.003556377,3.55E+00
E886.root,9996,148.3400062,148.864,148.864,0.001,1.003532384,0.9996,1.003130971,3.13E+00
E887.root,9995,158.6207298,159.136,159.1356,0.001,1.00324592,0.9995,1.002744297,2.74E+00
E888.root,9995,169.394139,170.116,170.1159,0.001,1.004260838,0.9995,1.003758708,3.75E+00
E889.root,9992,180.9128133,181.854,181.8539,0.001,1.00520188,0.9992,1.004397718,4.39E+00
E890.root,9994,193.3758119,194.402,194.4018,0.001,1.005305669,0.9994,1.004702486,4.69E+00
E891.root,16,206.3508996,207.816,207.8156,0.005,1.007098105,0.0016,0.001611357,1.29E+03
E892.root,26,219.4944101,222.155,222.1548,0.005,1.012120536,0.0026,0.002631513,1.19E+03
E893.root,75,233.8514738,237.483,237.4835,0.005,1.015531338,0.0075,0.007616485,9.75E+02
E894.root,167,247.5822802,253.87,253.8699,0.005,1.025396082,0.0167,0.017124115,8.13E+02
E895.root,333,266.180696,271.387,271.3869,0.005,1.019558909,0.0333,0.033951312,6.77E+02
E896.root,521,285.1713355,290.113,290.1126,0.005,1.017327353,0.0521,0.053002755,5.87E+02
E897.root,10,289.9885213,310.13,310.1304,0.013,1.069457503,0.001,0.001069458,5.26E+02
E898.root,17,321.5202419,331.529,331.5294,0.013,1.031130725,0.0017,0.001752922,4.88E+02
E899.root,59,347.2382893,354.405,354.4049,0.013,1.020638884,0.0059,0.006021769,3.93E+02
E900.root,101,361.0954977,378.859,378.8588,0.013,1.04919281,0.0101,0.010596847,3.50E+02
E901.root,166,394.2889637,405,405.0001,0.013,1.027165702,0.0166,0.017050951,3.13E+02
E902.root,282,414.3175022,432.945,432.9451,1.30E-02,1.044959717,0.0282,0.029467864,2.71E+02
